company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
Cohu GmbH,Kolbermoor,NA,NA,"14.883,54","35.545,49",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Cohu_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SMB Spezialmaschinenbau GmbH& Co. KG,Marienberg,NA,NA,"200.092,00","257.573,00",01.01.2014,31.12.2014,bundesanzeiger_local_maschinenbau/SMB_Spezialmaschinenbau_GmbHand_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
SCHUKO H. Schulte-Südhoff GmbH,Bad Laer,"841.752,00","958.567,00","1.429.359,00","1.389.207,45",01.02.2021,31.01.2022,bundesanzeiger_local_maschinenbau/SCHUKO_H._Schulte-Suedhoff_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.02.2021_bis_zum_31.01.2022
Manfred Blind GmbH,Hassel (Weser),NA,NA,NA,NA,-,-,
Karl Eugen Fischer GmbH,Burgkunstadt,"1.818.256,00","2.347.590,00","6.301.225,85","5.488.169,00",01.01.2008,31.12.2008,bundesanzeiger_local_maschinenbau/Karl_Eugen_Fischer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2008_bis_zum_31.12.2008
DREHMO GmbH,Wenden,"759.377,07",773,"10.808.927,21",11.019,01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/DREHMO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Kiefel GmbH,Freilassing,"8.177.044,22","5.975.875,00","49.271.893,60","49.911.133,17",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Kiefel_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Waldrich Siegen,Siegen,"7.703.058,00","6.568.493,00","12.426.921,10","14.995.290,83",01.01.2018,31.12.2018,bundesanzeiger_local_maschinenbau/Waldrich_Siegen/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
FLP Microfinishing GmbH,Zörbig,NA,NA,"578.712,68","1.608.245,84",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FLP_Microfinishing_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Brother,Emmerich am Rhein,NA,NA,"2.499.959,03","2.573.476,85",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/Brother/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
A B Graphic International GmbH,Baesweiler,NA,NA,"168.227,00","215.630,00",01.05.2021,30.04.2022,bundesanzeiger_local_maschinenbau/A_B_Graphic_International_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.05.2021_bis_zum_30.04.2022
Friedrich Hippe,Hagen am Teutoburger Wald,NA,NA,NA,NA,-,-,
ETW Energietechnik GmbH,Moers,"63.846,63","58.661,63","5.745.446,00","4.985.076,84",01.04.2021,31.03.2022,bundesanzeiger_local_maschinenbau/ETW_Energietechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Autotherm,Waxweiler,NA,NA,"194.744,21","209.434,76",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/Autotherm/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
STAMA Stahl- und Maschinenbau,Bad Saarow,NA,NA,"1.771.105,71","1.797.378,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/STAMA_Stahl-_und_Maschinenbau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
JENSEN GmbH,Harsum,2.111,2.117,4.838,5.262,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/JENSEN_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Härtwig Maschinenbau GmbH & Co. KG,Cunewalde,NA,NA,"4.415,00","8.546,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Haertwig_Maschinenbau_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Weisstaler Bödenpresswerke GmbH,Burbach,"1.755.498,00",2.052,"8.109.379,70",7.457,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Weisstaler_Boedenpresswerke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ENGMATEC GmbH,Radolfzell am Bodensee,"176.149,50","429.004,50","1.043.441,27","1.498.575,27",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/ENGMATEC_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Toss GmbH & Co KG Verpackungssysteme,Buseck,NA,NA,"748.657,00","786.381,00",31.12.2007,31.12.2007,bundesanzeiger_local_maschinenbau/Toss_GmbH_and_Co_KG_Verpackungssysteme/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2007_bis_zum_31.12.2007
Schneider Maschinenbau GmbH + Co. KG,Lennestadt,NA,NA,"1.931.245,21","1.042.894,93",01.01.2020,31.12.2020,bundesanzeiger_local_maschinenbau/Schneider_Maschinenbau_GmbH_+_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
WIDOS Wilhelm Dommer Söhne GmbH,Ditzingen,"20.989,00","28.655,00","3.161.218,21","3.247.928,21",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/WIDOS_Wilhelm_Dommer_Soehne_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
NTG Neue Technologien GmbH & Co. KG,Gelnhausen,"4.245.230,00","2.668.708,40","6.157.239,87","4.568.994,17",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/NTG_Neue_Technologien_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Loeser GmbH,Speyer,NA,NA,"875.293,70","937.812,70",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Loeser_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Uth GmbH,Fulda,"384.669,50","477.013,50","652.078,50","790.313,50",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Uth_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schubert Maschinen- und Anlagenbau GmbH,Ennepetal,NA,NA,"555.359,53","548.055,53",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Schubert_Maschinen-_und_Anlagenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WUMAG TEXROLL GmbH & Co. KG,Krefeld,"122.729,00","149.652,00","7.569.006,64","9.796.353,82",01.01.2017,31.12.2017,bundesanzeiger_local_maschinenbau/WUMAG_TEXROLL_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
MBH Maschinenbau & Blechtechnik GmbH,Ibbenbüren,"2.171.316,82","993.660,58","2.620.293,16","1.501.241,30",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/MBH_Maschinenbau_and_Blechtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KINKELE GmbH & Co. KG,Ochsenfurt,NA,NA,"438.501,00","122.256,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/KINKELE_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Grunwald GmbH,Wangen im Allgäu,"471.834,00","642.715,00","2.769.687,00","3.222.550,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Grunwald_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
b + b Automations- und,Oberzent OT Beerfelden,NA,NA,NA,NA,-,-,
FPT Robotik GmbH & Co. KG,Amtzell,"15.028,00","18.969,00","319.070,34","275.767,91",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/FPT_Robotik_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Knecht Maschinenbau GmbH,Bergatreute,NA,NA,"1.714.990,00","1.188.381,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Knecht_Maschinenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BMA Braunschweigische,Braunschweig,"5.263.733,54",6.584,"12.312.557,00",13.923,01.10.2021,30.09.2022,bundesanzeiger_local_maschinenbau/BMA_Braunschweigische/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
BVM BRUNNER GMBH & Co. KG,Reutlingen,"16.493,00",17.394,"6.442.205,74",5.262.122,01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/BVM_BRUNNER_GMBH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Aschaffenburger Maschinenfabrik,Aschaffenburg,NA,NA,NA,NA,01.01.2019,31.12.2019,bundesanzeiger_local_maschinenbau/Aschaffenburger_Maschinenfabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
MADO GmbH,Dornhan,"2.453.452,86","277.384,19","1.636.196,00","1.472.249,00",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/MADO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schepers GmbH & Co. KG,Vreden,"25.600,00.",5.,"244.739,00","273.643,00",01.01.2010,31.12.2010,bundesanzeiger_local_maschinenbau/Schepers_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2010_bis_zum_31.12.2010
STEINERT GmbH,Köln,"3.133.390,51","3.403.839,51","12.114.163,36","11.158.626,04",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/STEINERT_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Motoreninstandsetzungswerk,Kiel,"555.128,28","633.767,00","651.734,37","727.387,80",01.01.2021,31.12.2021,bundesanzeiger_local_maschinenbau/Motoreninstandsetzungswerk/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
