company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
proNARO GmbH,Stockstadt am Main,NA,NA,"29.014,23","9.755,47",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/proNARO_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bernd Jorkisch GmbH & Co. KG,Daldorf,"3.242,00","5.067,00","2.301.341,86","2.392.909,74",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Bernd_Jorkisch_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
BHK- Holz- und Kunststoff-,Büren,NA,NA,NA,NA,-,-,
Georg Thalhofer OHG,Deisenhausen,NA,NA,NA,NA,-,-,
Wismar Pellets GmbH,Wismar,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Wismar_Pellets_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ilim Nordic Timber GmbH & Co. KG,Wismar,"17.927.322,49",21.264,"34.089.910,63",38.355,01.01.2015,31.12.2015,bundesanzeiger_local_holzindustrie/Ilim_Nordic_Timber_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2015_bis_zum_31.12.2015
Ch. Borchard GmbH & Co. KG,Hildesheim,NA,NA,"293.301,00","294.472,00",01.01.2011,31.12.2011,bundesanzeiger_local_holzindustrie/Ch._Borchard_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2011_bis_zum_31.12.2011
Dauerholz AG,Dabel,"66.762,00","82.110,00","36.220.944,89","33.836.386,15",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Dauerholz_AG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GUTEX Holzfaserplattenwerk,Waldshut-Tiengen,"20.224.811,00","18.811.552,67","56.092.570,42","46.580.496,08",01.01.2020,31.12.2020,bundesanzeiger_local_holzindustrie/GUTEX_Holzfaserplattenwerk/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
HolzLand Becker GmbH,Obertshausen,"751.958,00","820.581,00","2.222.328,78","2.108.561,78",01.01.2020,31.12.2020,bundesanzeiger_local_holzindustrie/HolzLand_Becker_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
MOCOPINUS GmbH & Co. KG,Ulm,"2.333.823,03","825.208,57","30.952.301,29","30.461.368,96",31.12.2021,01.01.1987,bundesanzeiger_local_holzindustrie/MOCOPINUS_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Adolf Münchinger,Ötisheim,"116.121,00","163.813,00","510.690,71","607.029,86",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Adolf_Muenchinger/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Holzwerk Rötenbach GmbH,Bergen,NA,NA,"790.621,52","862.389,52",01.01.2014,31.12.2014,bundesanzeiger_local_holzindustrie/Holzwerk_Roetenbach_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
Ernst Fisch GmbH & Co. KG,Rüthen,NA,NA,NA,NA,-,-,
Vente-Holz-GmbH,Finnentrop,"230.095,00","57.190,00","1.739.409,00","1.553.709,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Vente-Holz-GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Schaffitzel Holzindustrie GmbH + Co. KG,Schwäbisch Hall,"874.075,50","1.012.841,50","3.685.724,19",3.828,31.12.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Schaffitzel_Holzindustrie_GmbH_+_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Holzmanufaktur Liebich GmbH,Zwiesel,NA,NA,"3.632.824,00","3.816.550,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Holzmanufaktur_Liebich_GmbH/Jahresabschluss_Jahresfinanzbericht_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Scheiffele - Schmiederer KG,Gundremmingen,NA,NA,NA,NA,-,-,
häussermann GmbH & Co. KG,Sulzbach an der Murr,"338.025,00","600.089,00","1.817.767,41","2.869.291,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/haeussermann_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bockelmann-Holz GmbH,Lüneburg,"377.971,50","234.698,00","7.625.576,71","7.943.016,00",01.01.2016,31.12.2016,bundesanzeiger_local_holzindustrie/Bockelmann-Holz_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
W. u. J. Derix GmbH & Co.,Niederkrüchten,"5.966.375,90","1.959.161,00","6.411.616,90","5.097.535,48",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/W._u._J._Derix_GmbH_and_Co./Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Geldmeier GmbH,Bielefeld,NA,NA,"139.070,00","170.282,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Geldmeier_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HWW GmbH & Co. Holzwerke KG,Waal,"129.592,00","155.274,00","721.246,11","714.415,00",01.01.2016,31.12.2016,bundesanzeiger_local_holzindustrie/HWW_GmbH_and_Co._Holzwerke_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2016_bis_zum_31.12.2016
Anreu GmbH,Lüdinghausen,"9.591,66","60.531,66","5.932.393,57","5.895.064,64",31.12.2021,24.02.2022,bundesanzeiger_local_holzindustrie/Anreu_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Palettenrecycling Dunder GmbH & Co. KG,Memmingen,113,309,"41.988,00","51.148,00",01.10.2021,30.09.2022,bundesanzeiger_local_holzindustrie/Palettenrecycling_Dunder_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.10.2021_bis_zum_30.09.2022
H. Heitz Furnierkantenwerk GmbH & Co. KG,Melle,NA,NA,NA,NA,-,-,
VD Werkstätten GmbH & Co. KG,Bad Salzuflen,NA,NA,"897.636,36","622.048,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/VD_Werkstaetten_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Furnierwerk Laubach GmbH & Co. KG,Laubach,NA,NA,"2.682.129,16","528.564,78",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Furnierwerk_Laubach_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HOLZ BALK GmbH & Co. KG,Vilsbiburg,"472.090,42","0,00","472,1","491,7",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/HOLZ_BALK_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ISIDOR GmbH & Co. KG,Brandenburg an der Havel,NA,NA,"1.772.223,67","1.257.392,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/ISIDOR_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
müllerblaustein HolzBauWerke GmbH,Blaustein,"259.622,20","148.323,58","1.210.610,60","1.190.821,47",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/muellerblaustein_HolzBauWerke_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MERKLE HOLZ-GmbH,Nersingen,"8.207.252,00","4.928.502,00","10.979.279,72","8.018.723,26",01.04.2021,31.03.2022,bundesanzeiger_local_holzindustrie/MERKLE_HOLZ-GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.04.2021_bis_zum_31.03.2022
Schaeferwerk Gödeke GmbH & Co. KG,Dassel,NA,NA,"1.633.875,80","1.536.312,40",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Schaeferwerk_Goedeke_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Karl Richtberg GmbH & Co. KG,Neuenburg am Rhein,NA,NA,"1.471.159,80","1.570.302,80",01.01.2017,31.12.2017,bundesanzeiger_local_holzindustrie/Karl_Richtberg_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
Johann Sinnerbrink GmbH & Co. KG,Verl,NA,NA,"592.928,00","679.150,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Johann_Sinnerbrink_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebrüder Hosenfeld Sägewerk GmbH,Hosenfeld,"6.311.101,00",3.,11.267,11.656,01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Gebrueder_Hosenfeld_Saegewerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Holzindustrie Losheim,Hellenthal,NA,NA,"10.786.919,46","733.049,87",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Holzindustrie_Losheim/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eugen Decker Holzindustrie KG,Morbach,NA,NA,NA,NA,-,-,
Josef Baust Holzbetrieb GmbH,Eslohe (Sauerland),"642.283,00","868.410,00","1.786.022,00","1.931.122,50",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Josef_Baust_Holzbetrieb_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Klimex GmbH Thüringer Holzwerke,Nottleben,NA,NA,"1.488.482,61","1.653.519,61",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Klimex_GmbH_Thueringer_Holzwerke/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
ASTA-Holzwerk GmbH,Ziemetshausen,"15.529.370,00","16.689.050,00","29.008.710,60","28.442.674,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/ASTA-Holzwerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Nordhäuser Palettenbau GmbH,Nordhausen,"162.207,50","202.667,50","303.610,00","382.341,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Nordhaeuser_Palettenbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bürkle Leisten & Profile GmbH,Frankenthal,NA,NA,"43.817,13","57.600,84",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Buerkle_Leisten_and_Profile_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Karl Streit GmbH & Co. KG Holz- und,Hausach,"5.346.327,00","6.041.772,00","8.545.077,98","8.653.627,29",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Karl_Streit_GmbH_and_Co._KG_Holz-_und/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Westerwälder Holzpellets GmbH,Langenbach bei Kirburg,"7.646.327,00","6.421.053,00","13.152.174,01","11.528.424,63",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Westerwaelder_Holzpellets_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HCR Holz Centrum Regensburg GmbH,Wenzenbach,"2.331.912,00","2.970.121,00","3.410.530,00","3.642.939,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/HCR_Holz_Centrum_Regensburg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Furnierwerk Prignitz GmbH & Co. KG,Pritzwalk,NA,NA,NA,NA,-,-,
Poppensieker & Derix GmbH & Co. KG,Westerkappeln,"13.797.816,00","15.875.212,00","14.204.890,50","16.412.367,50",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Poppensieker_and_Derix_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gebrüder Heißerer,Prem,NA,NA,"460.244,35","477.929,71",01.01.2020,31.12.2020,bundesanzeiger_local_holzindustrie/Gebrueder_Heisserer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Ed. Heckewerth Nachf. GmbH u. Co. KG,Hiddenhausen,NA,NA,NA,NA,-,-,
ABALON Hardwood Hessen GmbH,Schwalmstadt,"1.979.165,00","2.476.332,00","5.352.698,08","6.203.284,08",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/ABALON_Hardwood_Hessen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
H.A.S.E. Holzwerk,Hermeskeil,NA,NA,"2.841.845,00","2.436.477,00",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/H.A.S.E._Holzwerk/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Franz Schmidt GmbH & Co. KG,Lichtenau,NA,NA,"477.170,74","547.669,05",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Franz_Schmidt_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
FireStixx GmbH & Co. KG,Essenbach,NA,NA,NA,NA,-,-,
Sonae Arauco Beeskow GmbH,Beeskow,"48.899.262,96","26.927.060,41","96.492.972,25","99.063.692,34",31.12.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Sonae_Arauco_Beeskow_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Mercer Timber Products GmbH,Saalburg-Ebersdorf,"39.025.438,57","46.172.205,09","83.101.735,58","82.900.896,51",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Mercer_Timber_Products_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Holzwerk Schilling GmbH & Co. KG,Rot an der Rot,"3.532.782,00","2.856.168,00","5.985.355,65","11.412.085,02",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/Holzwerk_Schilling_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
KABELTROMMEL GmbH & Co. KG,Troisdorf,NA,NA,"5.524.289,98","5.110.539,49",01.01.2021,31.12.2021,bundesanzeiger_local_holzindustrie/KABELTROMMEL_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
